name, displayName, class, item block
"item.jaffas.mutton","Mutton","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.chocolateIcecream","Scooped Ice-cream","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.bottleBrownMustard","Bottle of Brown Mustard","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.muttonRaw","Raw Mutton","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.spawnStoneMedium","Golden Home Stone","monnef.jaffas.food.item.ItemSpawnStone",""
"item.jaffas.breadSliceEgg","Bread Slice with Egg","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.plateRaw","Raw Plate","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.bun","Bun","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.meatCleaver","Meat Cleaver","monnef.jaffas.food.item.ItemCleaver",""
"item.jaffas.russianIcecream","Russian Ice-cream","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.breadRaw","Raw Bread","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.wolfMeat","Wolf Meat","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.malletIron","Little Iron Mallet","monnef.jaffas.food.item.ItemJaffaRecipeTool",""
"item.jaffas.fryingPanEgg","Egg in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chips","Chips","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.jaffa","Jaffa","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.cup","Cup","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.skewer","Skewer","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.muffinRaw","Raw Muffin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.pastry","Pastry","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.beerMugFull","Full Beer Mug","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.shroomburgerRaw","Shroomburger Raw","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.tomatoChopped","Chopped Tomatos","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.grater","Grater","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fishStickCooked","Fish Stick","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.sink","Basin","monnef.jaffas.food.item.ItemSink",""
"item.jaffas.flyAgaricChopped","Chopped Fly Agaric","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.beansWithTomatoRaw","Raw Beans With Tomato Sauce","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.peanutsSugar","Sugarcoated Peanuts","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cakeTin","Cake Tin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fryingPanChipsRaw","Raw Chips in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamV","Vanilla Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.bananaInChocolate","Chocolate Covered Banana","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.muffin","Muffin","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.browniesInTinRaw","Raw Brownies","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyChocoCircleRaw","Raw Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.coffeeRoasted","Roasted Coffee","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamL","Lemon Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.vanillaIcecreamRaw","Vanilla Ice-cream","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyStarRaw","Raw Christmas Candy","monnef.jaffas.xmas.item.ItemXmas",""
"item.jaffas.onionSliced","Sliced Onion","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamP","Plum Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamO","Orange Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.jamR","Apple Jam","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.chocIce","Choc-ice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.tinDuckOrange","Duck à l'Orange","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.vanillaIcecreamFrozen","Vanilla Ice-cream *","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.xcandyStarChoco","Choco Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.cookingPotEggsRaw","Cooking Pot With Raw Eggs","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cocoBarWrapper","Wrapper","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.duckHelmet","Duck Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.duckHelmet","Duck Helmet","monnef.jaffas.food.item.ItemJaffaPlate",""
"item.jaffas.chipsRaw","Raw Chips","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cheeseSlice","Slice of Cheese","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.fruitSalad","Fruit Salad","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.donutSprinkled","Sprinkled Donut","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.sweetRoll","Roll","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cake","Sponge Cake","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.brownPastry","Brown Pastry","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.wolfSkin","Wolf Skin","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.cookingPotCocoaCold","Cold Cocoa","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.hotdog","Hotdog","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.rawBurger","Raw Burger","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.duckRaw","Raw Duck","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.driedMeat","Dried Meat","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.spiderLegRaw","Raw Spider Leg","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.vanillaPowder","Vanilla Powder","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.crisps","Crisps","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.xcandyStarJam","Christmas Candy","monnef.jaffas.xmas.item.ItemXmasFood",""
"item.jaffas.strawberries","Strawberries","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.breadSliceButter","Bread Slice with Butter","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.peanutsCaramelized","Caramelized Peanuts","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.fryingPanChips","Chips in Frying Pan","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.malletStone","Little Stone Mallet","monnef.jaffas.food.item.ItemJaffaRecipeTool",""
"item.jaffas.juiceLemon","[Obsolete] Lemon Juice","monnef.jaffas.food.item.ItemJaffaFood",""
"item.jaffas.sweetRollRaw","Raw Roll","monnef.jaffas.food.item.ItemJaffaBase",""
"item.jaffas.painting","Painting","monnef.jaffas.food.item.ItemJaffaPainting",""
